referee,date,total_fouls,total_yellows,rolling_yellows,rolling_fouls
D England,2025-04-26,16,2,3.8,23.1
D England,2025-05-01,22,8,4.4,23.4
D England,2025-05-25,17,1,4.3,22.8
D England,2025-08-17,22,5,4.5,22.2
D England,2025-08-31,30,4,4.4,22.8
D England,2025-09-13,19,2,4.4,22.4
D England,2025-09-20,21,5,4.1,22.0
D England,2025-10-05,16,5,4.1,21.7
D England,2025-11-01,17,2,3.9,20.4
D England,2025-11-22,18,6,4.0,19.8
D England,2025-11-30,26,1,3.9,20.8
D England,2025-12-03,23,2,3.3,20.9
D England,2025-12-14,15,2,3.4,20.7
D England,2025-12-20,26,4,3.3,21.1
D England,2025-12-30,27,5,3.4,20.8
D England,2026-01-07,29,6,3.8,21.8
D England,2026-01-25,21,4,3.7,21.8
D England,2026-02-07,21,4,3.6,22.3
D England,2026-02-23,19,5,3.9,22.5
D England,2026-03-01,25,4,3.7,23.2
D England,2026-03-04,16,4,4.0,22.2
D England,2026-03-21,22,10,4.8,22.1
D England,2026-04-20,25,3,4.9,23.1
D England,2026-04-24,28,7,5.2,23.3
D England,2026-05-03,23,4,5.1,22.9
D England,2026-05-24,18,5,5.0,21.8
D Webb,2025-05-03,25,4,4.0,25.0
D Webb,2025-05-20,22,3,3.5,23.5
Darren England,2020-01-18,28,3,3.0,28.0
Darren England,2020-10-04,25,2,2.5,26.5
Darren England,2020-11-01,30,3,2.6666666666666665,27.666666666666668
Darren England,2020-12-12,27,5,3.25,27.5
Darren England,2020-12-26,27,2,3.0,27.4
Darren England,2021-01-13,19,2,2.8333333333333335,26.0
Darren England,2021-02-02,26,4,3.0,26.0
Darren England,2021-02-13,30,5,3.25,26.5
Darren England,2021-03-04,19,4,3.3333333333333335,25.666666666666668
Darren England,2021-04-12,21,3,3.3,25.2
Darren England,2021-04-25,20,3,3.3,24.4
Darren England,2021-05-07,25,2,3.3,24.4
Darren England,2021-08-21,20,6,3.6,23.4
Darren England,2021-09-18,21,9,4.0,22.8
Darren England,2021-10-23,30,7,4.5,23.1
Darren England,2021-11-07,23,2,4.5,23.5
Darren England,2021-11-28,20,7,4.8,22.9
Darren England,2021-12-11,25,2,4.5,22.4
Darren England,2021-12-26,20,4,4.5,22.5
Darren England,2021-12-28,26,1,4.3,23.0
Darren England,2022-01-01,25,2,4.2,23.5
Darren England,2022-02-09,20,0,4.0,23.0
Darren England,2022-03-10,24,4,3.8,23.4
Darren England,2022-03-20,26,3,3.2,23.9
Darren England,2022-04-02,27,7,3.2,23.6
Darren England,2022-04-25,31,4,3.4,24.4
Darren England,2022-05-16,22,3,3.0,24.6
David Coote,2018-04-28,21,4,4.0,21.0
David Coote,2018-08-26,23,3,3.5,22.0
David Coote,2018-09-22,29,3,3.3333333333333335,24.333333333333332
David Coote,2018-11-03,28,1,2.75,25.25
David Coote,2018-12-05,20,0,2.2,24.2
David Coote,2018-12-30,33,5,2.6666666666666665,25.666666666666668
David Coote,2019-01-02,28,5,3.0,26.0
David Coote,2019-01-29,22,5,3.25,25.5
David Coote,2019-02-26,23,4,3.3333333333333335,25.22222222222222
David Coote,2019-03-09,28,2,3.2,25.5
David Coote,2019-04-06,27,3,3.1,26.1
David Coote,2019-04-20,30,4,3.2,26.8
David Coote,2019-08-18,29,4,3.3,26.8
David Coote,2019-09-21,23,1,3.3,26.3
David Coote,2019-10-19,29,6,3.9,27.2
David Coote,2019-10-26,22,4,3.8,26.1
David Coote,2019-12-01,32,6,3.9,26.5
David Coote,2019-12-08,30,4,3.8,27.3
David Coote,2019-12-26,22,3,3.7,27.2
David Coote,2019-12-28,27,5,4.0,27.1
David Coote,2020-01-11,18,3,4.0,26.2
David Coote,2020-01-22,32,2,3.8,26.4
David Coote,2020-02-08,28,1,3.5,26.3
David Coote,2020-06-21,21,5,3.9,26.1
David Coote,2020-07-01,23,2,3.5,25.5
David Coote,2020-07-07,26,1,3.2,25.9
David Coote,2020-07-11,17,3,2.9,24.4
David Coote,2020-07-15,21,5,3.0,23.5
David Coote,2020-09-20,44,7,3.4,25.7
David Coote,2020-10-03,31,5,3.4,26.1
David Coote,2020-10-19,28,3,3.4,27.1
David Coote,2020-10-31,27,1,3.3,26.6
David Coote,2020-11-21,34,2,3.4,27.2
David Coote,2020-12-07,27,6,3.5,27.8
David Coote,2020-12-16,23,4,3.7,27.8
David Coote,2020-12-26,28,6,4.2,28.0
David Coote,2021-01-02,35,6,4.5,29.8
David Coote,2021-01-18,21,0,4.0,29.8
David Coote,2021-01-30,22,3,3.6,27.6
David Coote,2021-02-19,24,1,3.2,26.9
David Coote,2021-03-04,26,3,3.2,26.7
David Coote,2021-03-08,36,3,3.4,27.6
David Coote,2021-03-19,32,4,3.6,27.4
David Coote,2021-04-03,19,5,3.5,26.6
David Coote,2021-04-21,27,3,3.4,27.0
David Coote,2021-05-01,23,2,3.0,26.5
David Coote,2021-05-10,26,2,2.6,25.6
David Coote,2021-05-16,44,5,3.1,27.9
David Coote,2021-05-23,29,3,3.1,28.6
David Coote,2021-08-14,21,3,3.3,28.3
David Coote,2021-08-21,26,7,3.7,28.3
David Coote,2021-09-11,30,7,4.1,27.7
David Coote,2021-09-25,26,5,4.2,27.1
David Coote,2021-10-16,34,5,4.2,28.6
David Coote,2021-11-06,29,7,4.6,28.8
David Coote,2021-12-01,44,7,5.1,30.9
David Coote,2021-12-05,23,8,5.7,30.6
David Coote,2021-12-14,30,4,5.6,29.2
David Coote,2021-12-19,22,2,5.5,28.5
David Coote,2021-12-29,25,0,5.2,28.9
David Coote,2022-01-15,26,3,4.8,28.9
David Coote,2022-01-23,31,2,4.3,29.0
David Coote,2022-02-09,24,5,4.3,28.8
David Coote,2022-02-19,30,4,4.2,28.4
David Coote,2022-03-05,27,3,3.8,28.2
David Coote,2022-03-13,39,7,3.8,27.7
David Coote,2022-04-09,32,7,3.7,28.6
David Coote,2022-04-20,28,6,3.9,28.4
David Coote,2022-05-07,28,3,4.0,29.0
F Hallam,2026-01-24,30,4,4.0,30.0
F Hallam,2026-02-11,19,3,3.5,24.5
F Hallam,2026-04-11,13,2,3.0,20.666666666666668
F Hallam,2026-04-18,26,3,3.0,22.0
F Hallam,2026-05-24,21,1,2.6,21.8
G Scott,2022-08-13,14,5,5.0,14.0
G Scott,2022-10-15,20,2,3.5,17.0
G Scott,2022-11-05,26,2,3.0,20.0
G Scott,2022-12-31,21,1,2.5,20.25
G Scott,2023-02-18,14,1,2.2,19.0
G Scott,2023-04-04,24,2,2.1666666666666665,19.833333333333332
G Scott,2023-09-30,15,2,2.142857142857143,19.142857142857142
G Scott,2023-11-11,20,2,2.125,19.25
G Scott,2024-04-02,27,5,2.4444444444444446,20.11111111111111
G Scott,2024-04-21,18,5,2.7,19.9
G Scott,2024-05-04,9,2,2.4,19.4
G Scott,2024-05-19,16,1,2.3,19.0
Graham Scott,2017-08-26,30,1,1.0,30.0
Graham Scott,2017-09-09,30,4,2.5,30.0
Graham Scott,2017-09-30,18,1,2.0,26.0
Graham Scott,2017-10-21,23,1,1.75,25.25
Graham Scott,2017-11-05,32,2,1.8,26.6
Graham Scott,2017-11-18,23,2,1.8333333333333333,26.0
Graham Scott,2017-11-29,28,1,1.7142857142857142,26.285714285714285
Graham Scott,2017-12-02,16,1,1.625,25.0
Graham Scott,2017-12-13,31,3,1.7777777777777777,25.666666666666668
Graham Scott,2017-12-16,30,3,1.9,26.1
Graham Scott,2017-12-26,25,2,2.0,25.6
Graham Scott,2018-01-01,19,2,1.8,24.5
Graham Scott,2018-01-13,26,3,2.0,25.3
Graham Scott,2018-02-10,18,2,2.1,24.8
Graham Scott,2018-03-03,18,0,1.9,23.4
Graham Scott,2018-03-17,19,3,2.0,23.0
Graham Scott,2018-04-07,35,7,2.6,23.7
Graham Scott,2018-04-18,23,4,2.9,24.4
Graham Scott,2018-05-09,21,4,3.0,23.4
Graham Scott,2018-05-13,24,1,2.8,22.8
Graham Scott,2018-08-12,20,1,2.7,22.3
Graham Scott,2018-08-25,30,4,2.9,23.4
Graham Scott,2018-12-01,14,3,2.9,22.2
Graham Scott,2018-12-04,22,3,3.0,22.6
Graham Scott,2018-12-15,14,2,3.2,22.2
Graham Scott,2018-12-26,16,0,2.9,21.9
Graham Scott,2019-01-01,22,1,2.3,20.6
Graham Scott,2019-01-19,27,3,2.2,21.0
Graham Scott,2019-01-30,17,4,2.2,20.6
Graham Scott,2019-02-11,21,4,2.5,20.3
Graham Scott,2019-02-24,23,0,2.4,20.6
Graham Scott,2019-02-27,17,2,2.2,19.3
Graham Scott,2019-03-03,22,3,2.2,20.1
Graham Scott,2019-03-09,21,3,2.2,20.0
Graham Scott,2019-04-03,15,0,2.0,20.1
Graham Scott,2019-04-13,22,2,2.2,20.7
Graham Scott,2019-04-27,20,3,2.4,20.5
Graham Scott,2019-08-10,20,0,2.1,19.8
Graham Scott,2019-08-31,19,5,2.2,20.0
Graham Scott,2019-09-14,23,3,2.1,20.2
Graham Scott,2019-09-28,20,5,2.6,19.9
Graham Scott,2019-10-05,17,6,3.0,19.9
Graham Scott,2019-10-26,17,5,3.2,19.4
Graham Scott,2019-11-09,20,4,3.3,19.3
Graham Scott,2019-12-01,18,1,3.4,19.6
Graham Scott,2019-12-05,23,4,3.6,19.7
Graham Scott,2019-12-14,23,3,3.6,20.0
Graham Scott,2019-12-26,20,6,4.2,20.0
Graham Scott,2020-01-01,16,3,4.0,19.7
Graham Scott,2020-01-18,17,3,4.0,19.1
Graham Scott,2020-02-22,14,2,3.7,18.5
Graham Scott,2020-03-07,32,3,3.4,20.0
Graham Scott,2020-06-25,26,2,3.1,20.9
Graham Scott,2020-07-06,35,5,3.2,22.4
Graham Scott,2020-07-11,13,1,3.2,21.9
Graham Scott,2020-07-16,29,3,3.1,22.5
Graham Scott,2020-09-21,25,4,3.2,22.7
Graham Scott,2020-10-24,24,1,2.7,23.1
Graham Scott,2020-11-01,27,3,2.7,24.2
Graham Scott,2020-11-27,22,4,2.8,24.7
Graham Scott,2020-12-13,19,3,2.9,25.2
Graham Scott,2020-12-19,25,4,3.0,24.5
Graham Scott,2020-12-28,23,1,2.9,24.2
Graham Scott,2021-01-19,22,1,2.5,22.9
Graham Scott,2021-01-31,19,1,2.5,23.5
Graham Scott,2021-02-14,19,4,2.6,22.5
Graham Scott,2021-04-03,30,3,2.5,23.0
Graham Scott,2021-04-26,28,1,2.5,23.4
Graham Scott,2021-05-15,26,2,2.4,23.3
Graham Scott,2021-08-21,21,1,2.1,23.2
Graham Scott,2021-09-11,24,5,2.3,23.7
Graham Scott,2021-10-02,28,2,2.1,24.0
Graham Scott,2021-10-23,23,7,2.7,24.0
Graham Scott,2021-11-06,31,3,2.9,24.9
Graham Scott,2021-12-12,26,3,3.1,25.6
Graham Scott,2021-12-26,25,3,3.0,26.2
Graham Scott,2022-02-12,22,2,2.9,25.4
Graham Scott,2022-02-23,20,0,2.8,24.6
Graham Scott,2022-03-13,24,5,3.1,24.4
Graham Scott,2022-04-09,39,5,3.5,26.2
Graham Scott,2022-05-07,29,6,3.6,26.7
J Brooks,2022-08-13,21,6,6.0,21.0
J Brooks,2022-08-27,16,4,5.0,18.5
J Brooks,2022-09-03,24,6,5.333333333333333,20.333333333333332
J Brooks,2022-10-08,23,1,4.25,21.0
J Brooks,2022-10-19,21,4,4.2,21.0
J Brooks,2022-10-29,18,3,4.0,20.5
J Brooks,2022-11-12,24,5,4.142857142857143,21.0
J Brooks,2023-01-01,25,7,4.5,21.5
J Brooks,2023-01-14,26,3,4.333333333333333,22.0
J Brooks,2023-03-05,28,8,4.7,22.6
J Brooks,2023-03-11,16,3,4.4,22.1
J Brooks,2023-04-05,21,5,4.5,22.6
J Brooks,2023-04-15,28,2,4.1,23.0
J Brooks,2023-04-22,26,2,4.2,23.3
J Brooks,2023-05-03,16,1,3.9,22.8
J Brooks,2023-05-06,20,4,4.0,23.0
J Brooks,2023-05-13,18,5,4.0,22.4
J Brooks,2023-05-20,29,8,4.1,22.8
J Brooks,2023-05-28,20,4,4.2,22.2
J Brooks,2023-08-12,29,3,3.7,22.3
J Brooks,2023-08-20,21,5,3.9,22.8
J Brooks,2023-08-27,26,3,3.7,23.3
J Brooks,2023-09-24,29,6,4.1,23.4
J Brooks,2023-10-07,23,3,4.2,23.1
J Brooks,2023-10-29,21,5,4.6,23.6
J Brooks,2023-11-04,24,7,4.9,24.0
J Brooks,2023-11-12,29,5,4.9,25.1
J Brooks,2023-11-26,18,3,4.4,24.0
J Brooks,2023-12-06,26,4,4.4,24.6
J Brooks,2023-12-21,23,7,4.8,24.0
J Brooks,2023-12-27,18,6,4.9,23.7
J Brooks,2024-01-14,13,3,4.9,22.4
J Brooks,2024-01-30,26,5,4.8,22.1
J Brooks,2024-02-10,17,2,4.7,21.5
J Brooks,2024-03-02,23,3,4.5,21.7
J Brooks,2024-03-11,19,4,4.2,21.2
J Brooks,2024-04-02,22,5,4.2,20.5
J Brooks,2024-04-06,27,3,4.2,21.4
J Brooks,2024-04-13,13,1,3.9,20.1
J Brooks,2024-04-27,18,4,3.6,19.6
J Brooks,2024-05-19,15,1,3.1,19.3
J Brooks,2024-09-21,20,4,3.2,20.0
J Brooks,2024-10-20,25,7,3.4,19.9
J Brooks,2024-10-26,16,1,3.3,19.8
J Brooks,2024-11-02,34,8,3.8,20.9
J Brooks,2024-11-23,28,6,4.0,21.8
J Brooks,2024-12-01,24,5,4.0,22.0
J Brooks,2024-12-09,29,9,4.6,22.2
J Brooks,2024-12-30,14,8,5.3,22.3
J Brooks,2025-01-04,29,4,5.3,23.4
J Brooks,2025-01-16,17,4,5.6,23.6
J Brooks,2025-01-25,14,5,5.7,23.0
J Brooks,2025-02-02,25,4,5.4,23.0
J Brooks,2025-03-09,31,6,5.9,24.5
J Brooks,2025-04-01,12,3,5.4,22.3
J Brooks,2025-04-06,22,5,5.3,21.7
J Brooks,2025-05-11,22,6,5.4,21.5
J Brooks,2025-05-19,17,1,4.6,20.3
J Brooks,2025-10-04,28,2,4.0,21.7
J Brooks,2025-11-01,27,4,4.0,21.5
J Brooks,2025-11-09,28,4,4.0,22.6
J Brooks,2025-12-14,17,0,3.5,22.9
J Brooks,2025-12-20,16,6,3.7,22.0
J Brooks,2025-12-27,20,5,3.6,20.9
J Brooks,2026-01-04,17,4,3.7,21.4
J Brooks,2026-01-17,17,5,3.7,20.9
J Brooks,2026-02-01,15,3,3.4,20.2
J Brooks,2026-02-12,23,5,3.8,20.8
J Brooks,2026-05-09,20,3,3.9,20.0
J Brooks,2026-05-17,23,3,3.8,19.6
J Gillett,2022-08-07,11,0,0.0,11.0
J Gillett,2022-08-21,21,6,3.0,16.0
J Gillett,2022-08-27,18,5,3.6666666666666665,16.666666666666668
J Gillett,2022-09-16,21,6,4.25,17.75
J Gillett,2022-10-19,14,0,3.4,17.0
J Gillett,2022-10-23,18,6,3.8333333333333335,17.166666666666668
J Gillett,2022-11-12,17,4,3.857142857142857,17.142857142857142
J Gillett,2022-12-26,15,0,3.375,16.875
J Gillett,2023-01-04,18,4,3.4444444444444446,17.0
J Gillett,2023-01-14,14,2,3.3,16.7
J Gillett,2023-02-11,26,4,3.7,18.2
J Gillett,2023-02-25,13,0,3.1,17.4
J Gillett,2023-04-08,22,2,2.8,17.8
J Gillett,2023-04-26,15,2,2.4,17.2
J Gillett,2023-04-30,23,2,2.6,18.1
J Gillett,2023-05-20,20,2,2.2,18.3
J Gillett,2023-05-28,20,0,1.8,18.6
J Gillett,2023-08-27,13,3,2.1,18.4
J Gillett,2023-09-16,17,4,2.1,18.3
J Gillett,2023-09-24,20,5,2.4,18.9
J Gillett,2023-11-05,15,2,2.2,17.8
J Gillett,2023-11-25,27,7,2.9,19.2
J Gillett,2023-12-05,26,6,3.3,19.6
J Gillett,2023-12-09,27,6,3.7,20.8
J Gillett,2023-12-15,27,6,4.1,21.2
J Gillett,2023-12-28,24,5,4.4,21.6
J Gillett,2024-02-01,20,7,5.1,21.6
J Gillett,2024-02-05,6,1,4.9,20.9
J Gillett,2024-02-17,19,3,4.8,21.1
J Gillett,2024-02-24,20,4,4.7,21.1
J Gillett,2024-03-02,19,4,4.9,21.5
J Gillett,2024-03-17,25,6,4.8,21.3
J Gillett,2024-03-30,30,6,4.8,21.7
J Gillett,2024-04-04,22,3,4.5,21.2
J Gillett,2024-04-20,22,3,4.2,20.7
J Gillett,2024-04-25,13,2,3.9,19.6
J Gillett,2024-05-06,20,2,3.4,19.6
J Gillett,2024-05-11,24,8,4.1,21.4
J Gillett,2024-08-17,31,4,4.2,22.6
J Gillett,2024-09-01,22,6,4.4,22.8
J Gillett,2024-09-15,23,8,4.8,23.2
J Gillett,2024-09-28,24,8,5.0,23.1
J Gillett,2025-01-04,21,1,4.5,22.2
J Gillett,2025-02-02,15,1,4.3,21.5
J Gillett,2025-02-15,28,4,4.4,22.1
J Gillett,2025-02-23,24,5,4.7,23.2
J Gillett,2025-02-26,27,3,4.8,23.9
J Gillett,2025-03-08,15,4,4.4,23.0
J Gillett,2025-04-01,17,4,4.4,21.6
J Gillett,2025-04-12,26,5,4.3,22.0
J Gillett,2025-04-19,21,4,3.9,21.8
J Gillett,2025-05-03,23,2,3.3,21.7
J Gillett,2025-05-11,16,1,3.3,21.2
J Gillett,2025-05-18,20,8,4.0,21.7
J Gillett,2025-08-16,20,3,3.9,20.9
J Gillett,2025-08-23,19,2,3.6,20.4
J Gillett,2025-09-13,15,1,3.4,19.2
J Gillett,2025-09-28,17,3,3.3,19.4
J Gillett,2025-10-05,22,6,3.5,19.9
J Gillett,2025-10-18,24,5,3.5,19.7
J Gillett,2025-11-01,26,6,3.7,20.2
J Gillett,2025-11-09,21,3,3.8,20.0
J Gillett,2025-12-28,12,5,4.2,19.6
J Gillett,2026-01-01,15,2,3.6,19.1
J Gillett,2026-01-04,18,1,3.4,18.9
J Gillett,2026-01-17,29,8,4.0,19.9
J Gillett,2026-01-25,19,3,4.2,20.3
J Gillett,2026-02-07,19,2,4.1,20.5
J Gillett,2026-02-21,23,3,3.8,20.6
J Gillett,2026-02-28,27,6,3.9,20.9
J Gillett,2026-03-04,19,5,3.8,20.2
J Gillett,2026-03-21,15,2,3.7,19.6
J Gillett,2026-04-10,18,4,3.6,20.2
J Gillett,2026-05-02,19,1,3.5,20.6
J Gillett,2026-05-11,19,4,3.8,20.7
J Gillett,2026-05-17,19,4,3.4,19.7
J Smith,2023-05-20,25,3,3.0,25.0
J Smith,2023-09-23,29,2,2.5,27.0
J Smith,2023-10-21,26,7,4.0,26.666666666666668
J Smith,2023-12-06,17,1,3.25,24.25
J Smith,2023-12-31,21,5,3.6,23.6
J Smith,2024-08-31,17,3,3.5,22.5
J Smith,2024-09-28,26,6,3.857142857142857,23.0
J Smith,2024-12-03,16,4,3.875,22.125
Jarred Gillett,2021-09-25,32,7,7.0,32.0
Jarred Gillett,2021-11-06,28,5,6.0,30.0
Jarred Gillett,2021-12-05,19,3,5.0,26.333333333333332
Jarred Gillett,2021-12-11,17,2,4.25,24.0
Jarred Gillett,2022-02-09,24,7,4.8,24.0
Jarred Gillett,2022-03-13,14,1,4.166666666666667,22.333333333333332
Jarred Gillett,2022-04-17,25,4,4.142857142857143,22.714285714285715
Jarred Gillett,2022-04-30,28,4,4.125,23.375
Jarred Gillett,2022-05-15,13,1,3.7777777777777777,22.22222222222222
John Brooks,2021-12-01,15,5,5.0,15.0
John Brooks,2022-01-02,19,2,3.5,17.0
John Brooks,2022-02-26,30,9,5.333333333333333,21.333333333333332
John Brooks,2022-04-30,27,5,5.25,22.75
Jonathan Moss,2017-08-12,27,4,4.0,27.0
Jonathan Moss,2017-08-19,25,2,3.0,26.0
Jonathan Moss,2017-08-27,24,4,3.3333333333333335,25.333333333333332
Jonathan Moss,2017-09-09,22,4,3.5,24.5
Jonathan Moss,2017-09-16,16,2,3.2,22.8
Jonathan Moss,2017-10-01,24,4,3.3333333333333335,23.0
Jonathan Moss,2017-10-21,34,5,3.5714285714285716,24.571428571428573
Jonathan Moss,2017-10-28,30,1,3.25,25.25
Jonathan Moss,2017-11-18,28,5,3.4444444444444446,25.555555555555557
Jonathan Moss,2017-11-28,30,3,3.4,26.0
Jonathan Moss,2017-12-03,22,3,3.3,25.5
Jonathan Moss,2017-12-13,24,2,3.3,25.4
Jonathan Moss,2017-12-18,27,5,3.4,25.7
Jonathan Moss,2017-12-23,29,7,3.7,26.4
Jonathan Moss,2017-12-31,28,9,4.4,27.6
Jonathan Moss,2018-01-13,22,2,4.2,27.4
Jonathan Moss,2018-01-20,19,3,4.0,25.9
Jonathan Moss,2018-01-31,28,7,4.6,25.7
Jonathan Moss,2018-02-04,26,4,4.5,25.5
Jonathan Moss,2018-02-10,36,2,4.4,26.1
Jonathan Moss,2018-02-24,26,2,4.3,26.5
Jonathan Moss,2018-03-12,17,1,4.2,25.8
Jonathan Moss,2018-03-31,27,3,4.0,25.8
Jonathan Moss,2018-04-07,22,4,3.7,25.1
Jonathan Moss,2018-04-14,26,7,3.5,24.9
Jonathan Moss,2018-04-28,26,2,3.5,25.3
Jonathan Moss,2018-05-05,32,9,4.1,26.6
Jonathan Moss,2018-05-10,31,2,3.6,26.9
Jonathan Moss,2018-05-13,27,5,3.7,27.0
Jonathan Moss,2018-08-11,30,4,3.9,26.4
Jonathan Moss,2018-08-25,28,5,4.2,26.6
Jonathan Moss,2018-09-02,25,5,4.6,27.4
Jonathan Moss,2018-09-15,22,0,4.3,26.9
Jonathan Moss,2018-09-23,38,3,4.2,28.5
Jonathan Moss,2018-10-06,23,7,4.2,28.2
Jonathan Moss,2018-10-20,15,4,4.4,27.1
Jonathan Moss,2018-10-28,35,3,3.8,27.4
Jonathan Moss,2018-11-10,25,2,3.8,26.8
Jonathan Moss,2018-11-24,24,3,3.6,26.5
Jonathan Moss,2018-12-05,34,8,4.0,26.9
Jonathan Moss,2018-12-08,24,4,3.9,26.5
Jonathan Moss,2018-12-26,29,2,3.6,26.9
Jonathan Moss,2019-01-02,23,3,3.9,27.0
Jonathan Moss,2019-01-12,22,2,3.8,25.4
Jonathan Moss,2019-01-19,16,4,3.5,24.7
Jonathan Moss,2019-01-29,25,4,3.5,25.7
Jonathan Moss,2019-02-02,43,3,3.5,26.5
Jonathan Moss,2019-02-09,31,5,3.8,27.1
Jonathan Moss,2019-03-03,28,6,4.1,27.5
Jonathan Moss,2019-03-10,34,4,3.7,27.5
Jonathan Moss,2019-03-16,23,2,3.5,27.4
Jonathan Moss,2019-04-03,12,3,3.6,25.7
Jonathan Moss,2019-04-13,23,4,3.7,25.7
Jonathan Moss,2019-04-21,30,5,4.0,26.5
Jonathan Moss,2019-05-04,29,4,4.0,27.8
Jonathan Moss,2019-05-12,17,6,4.2,27.0
Jonathan Moss,2019-08-10,31,6,4.5,25.8
Jonathan Moss,2019-08-19,28,4,4.4,25.5
Jonathan Moss,2019-08-31,18,2,4.0,24.5
Jonathan Moss,2019-09-22,28,9,4.5,23.9
Jonathan Moss,2019-09-28,28,4,4.7,24.4
Jonathan Moss,2019-10-05,26,3,4.7,25.8
Jonathan Moss,2019-10-19,16,3,4.6,25.1
Jonathan Moss,2019-11-02,24,3,4.4,24.5
Jonathan Moss,2019-11-10,26,7,4.7,24.2
Jonathan Moss,2019-11-30,26,3,4.4,25.1
Jonathan Moss,2019-12-03,24,2,4.0,24.4
Jonathan Moss,2019-12-08,22,3,3.9,23.8
Jonathan Moss,2019-12-26,23,5,4.2,24.3
Jonathan Moss,2020-01-01,29,5,3.8,24.4
Jonathan Moss,2020-01-12,20,3,3.7,23.6
Jonathan Moss,2020-01-22,21,2,3.6,23.1
Jonathan Moss,2020-01-29,12,2,3.5,22.7
Jonathan Moss,2020-02-09,22,5,3.7,22.5
Jonathan Moss,2020-02-24,16,3,3.3,21.5
Jonathan Moss,2020-03-07,33,9,3.9,22.2
Jonathan Moss,2020-06-19,42,1,3.8,24.0
Jonathan Moss,2020-07-04,30,3,3.8,24.8
Jonathan Moss,2020-07-09,28,5,3.8,25.3
Jonathan Moss,2020-07-14,25,4,3.7,24.9
Jonathan Moss,2020-07-26,23,3,3.7,25.2
Jonathan Moss,2020-09-12,27,3,3.8,25.8
Jonathan Moss,2020-09-26,26,4,4.0,27.2
Jonathan Moss,2020-10-18,41,7,4.2,29.1
Jonathan Moss,2020-10-26,31,2,4.1,30.6
Jonathan Moss,2020-11-07,24,2,3.4,29.7
Jonathan Moss,2020-11-29,26,1,3.4,28.1
Jonathan Moss,2020-12-05,20,0,3.1,27.1
Jonathan Moss,2020-12-12,24,5,3.1,26.7
Jonathan Moss,2020-12-19,24,1,2.8,26.6
Jonathan Moss,2020-12-29,27,2,2.7,27.0
Jonathan Moss,2021-01-20,23,2,2.6,26.6
Jonathan Moss,2021-01-31,18,2,2.4,25.8
Jonathan Moss,2021-02-06,29,3,2.0,24.6
Jonathan Moss,2021-02-17,23,2,2.0,23.8
Jonathan Moss,2021-02-21,30,4,2.2,24.4
Jonathan Moss,2021-02-28,25,0,2.1,24.3
Jonathan Moss,2021-03-10,15,1,2.2,23.8
Jonathan Moss,2021-03-13,22,4,2.1,23.6
Jonathan Moss,2021-03-21,28,4,2.4,24.0
Jonathan Moss,2021-04-09,25,0,2.2,23.8
Jonathan Moss,2021-04-18,26,3,2.3,24.1
Jonathan Moss,2021-04-23,25,4,2.5,24.8
Jonathan Moss,2021-05-09,23,4,2.6,24.2
Jonathan Moss,2021-05-16,22,4,2.8,24.1
Jonathan Moss,2021-05-23,25,0,2.4,23.6
Jonathan Moss,2021-08-14,33,0,2.4,24.4
Jonathan Moss,2021-08-28,26,3,2.6,25.5
Jonathan Moss,2021-09-11,35,6,2.8,26.8
Jonathan Moss,2021-09-18,29,2,2.6,26.9
Jonathan Moss,2021-10-02,16,3,2.9,26.0
Jonathan Moss,2021-10-16,18,0,2.6,25.2
Jonathan Moss,2021-10-30,27,2,2.4,25.4
Jonathan Moss,2021-11-20,15,6,2.6,24.6
Jonathan Moss,2021-12-02,31,0,2.2,25.5
Jonathan Moss,2021-12-11,22,8,3.0,25.2
Jonathan Moss,2021-12-26,32,5,3.5,25.1
Jonathan Moss,2021-12-30,18,0,3.2,24.3
Jonathan Moss,2022-01-16,17,1,2.7,22.5
Jonathan Moss,2022-01-19,25,3,2.8,22.1
Jonathan Moss,2022-01-22,20,2,2.7,22.5
Jonathan Moss,2022-02-12,25,5,3.2,23.2
Jonathan Moss,2022-02-19,20,2,3.2,22.5
Jonathan Moss,2022-02-26,30,2,2.8,24.0
Jonathan Moss,2022-03-05,19,3,3.1,22.8
Jonathan Moss,2022-03-12,24,3,2.6,23.0
Jonathan Moss,2022-04-09,16,4,2.5,21.4
Jonathan Moss,2022-04-20,18,4,2.9,21.4
Jonathan Moss,2022-05-01,27,5,3.3,22.4
Jonathan Moss,2022-05-10,27,0,3.0,22.6
Jonathan Moss,2022-05-22,20,1,2.9,22.6
K Kavanagh,2025-02-14,27,3,3.0,27.0
Kevin Friend,2017-08-19,28,4,4.0,28.0
Kevin Friend,2017-09-11,28,3,3.5,28.0
Kevin Friend,2017-10-01,18,2,3.0,24.666666666666668
Kevin Friend,2017-10-15,24,3,3.0,24.5
Kevin Friend,2017-10-28,22,1,2.6,24.0
Kevin Friend,2017-11-05,20,2,2.5,23.333333333333332
Kevin Friend,2017-11-26,22,0,2.142857142857143,23.142857142857142
Kevin Friend,2017-12-02,25,1,2.0,23.375
Kevin Friend,2017-12-09,29,7,2.5555555555555554,24.0
Kevin Friend,2017-12-26,21,1,2.4,23.7
Kevin Friend,2017-12-30,16,2,2.2,22.5
Kevin Friend,2018-01-14,20,4,2.3,21.7
Kevin Friend,2018-01-21,27,5,2.6,22.6
Kevin Friend,2018-01-30,18,0,2.3,22.0
